record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,msp_gap,below_msp_flag
PR010890,2026-05-03,MANDI051,Kurukshetra,Wheat,2026.76,2491.76,2259.26,2275.0,15.739999999999782,1
PR000159,2026-02-18,MANDI046,Patiala,Maize,1788.0,2039.1028974035803,1914.0,2090.0,176.0,1
PR005590,2026-07-16,MANDI019,Patiala,Mustard,5715.0,6550.21,6132.45,5650.0,-482.4499999999998,0
PR008888,2026-04-24,MANDI026,Bathinda,Wheat,2225.36,2556.0,2391.0,2275.0,-116.0,0
PR002788,2026-04-18,MANDI037,Bathinda,Maize,1932.35,2306.44,2119.39,2090.0,-29.389999999999873,0
PR011259,2026-03-15,MANDI005,Ambala,Rice,1995.0,2156.3771602268457,2075.91,2183.0,107.09000000000015,1
PR000240,2026-09-01,MANDI036,Ambala,Cotton,5675.88,6379.41,,6620.0,,0
PR010643,2026-07-25,MANDI031,Ambala,Cotton,,8010.0,7268.87,6620.0,-648.8699999999999,0
PR003603,2026-06-08,MANDI035,Kurukshetra,Mustard,5925.48,6739.96,6333.0,5650.0,-683.0,0
PR004523,2026-10-06,MANDI033,,Maize,1961.0,2192.0,2076.66,2090.0,13.340000000000146,1
PR008381,2026-07-17,MANDI007,Amritsar,Cotton,6865.83,7873.61,7370.0,6620.0,-750.0,0
PR005835,2026-01-01,MANDI004,Sirsa,Wheat,1997.69,,2063.64,2275.0,211.36000000000013,1
PR008257,2026-05-25,MANDI035,Patiala,Maize,1864.08,2009.0,1937.0,2090.0,153.0,1
PR009927,2026-08-29,MANDI017,,Cotton,5976.45,7009.91,6493.18,,,0
PR006303,2026-02-24,MANDI038,Kurukshetra,Maize,1967.39,2096.0,2031.6805215235272,,,0
PR004326,2026-01-23,MANDI021,Ferozepur,Sugarcane,3459.62,3786.83,3623.22,3500.0,-123.2199999999998,0
PR001534,2026-04-29,MANDI049,Amritsar,Maize,2118.31,2571.45,2344.88,2090.0,-254.8800000000001,0
PR000040,2026-07-20,MANDI037,Amritsar,Cotton,5781.0,6163.32,5971.95,6620.0,648.0500000000002,1
PR009649,2026-07-17,MANDI041,Jalandhar,Maize,2069.0,2285.0,2176.86,2090.0,-86.86000000000013,0
PR004236,2026-08-19,MANDI032,Patiala,Maize,2052.0,2294.7,2173.59,2090.0,-83.59000000000015,0
PR003583,2026-04-25,MANDI024,Karnal,Wheat,2205.6,2330.0,2267.6452707092785,2275.0,7.35472929072148,1
PR006924,2026-06-18,MANDI044,Fatehabad,Sugarcane,3120.69,3556.64,3338.67,3500.0,161.32999999999993,1
PR010193,2026-05-15,MANDI013,Hisar,Sugarcane,3592.48,3782.35,,3500.0,,0
PR004258,2026-03-29,MANDI019,Moga,Rice,2135.51,2397.44,2266.0,2183.0,-83.0,0
PR009166,2026-06-08,MANDI043,Ferozepur,Maize,1946.0,2114.245250212813,2030.0,,,0
PR001178,2026-05-15,MANDI032,Ferozepur,Sugarcane,3140.94,3440.85,3290.9,3500.0,209.0999999999999,1
PR005772,2026-06-29,MANDI042,Kurukshetra,Rice,2021.02,2277.0,2149.03,2183.0,33.9699999999998,1
PR011751,2026-07-04,MANDI041,Jalandhar,Cotton,6573.0,7084.8,6829.13,6620.0,-209.1300000000001,0
PR010433,2026-01-14,MANDI045,Moga,Rice,1971.6242320743834,2333.27,2152.45,2183.0,30.550000000000182,1
PR011859,2026-07-05,MANDI025,Karnal,Maize,1889.8855592704995,,2074.03,2090.0,15.9699999999998,1
PR006977,2026-07-10,MANDI021,Ferozepur,Maize,2062.0,2549.5429894663584,2305.99,2090.0,-215.98999999999978,0
PR001675,2026-01-21,MANDI044,Fatehabad,Cotton,6625.35,7669.89,7147.62,6620.0,-527.6199999999999,0
PR002229,2026-04-17,MANDI048,Bathinda,Maize,2006.0,2403.79,,2090.0,,0
PR003677,2026-08-18,MANDI009,Amritsar,Sugarcane,3626.3,3948.14,3787.22,3500.0,-287.2199999999998,0
PR003748,2026-08-12,MANDI057,Hisar,Wheat,,2277.02,2106.976866284643,2275.0,168.02313371535683,1
PR006971,2026-08-13,MANDI007,Ambala,Mustard,4845.57,,5270.0,5650.0,380.0,1
PR011685,2026-04-08,MANDI017,Fatehabad,Mustard,4851.0,5763.16,5307.0,5650.0,343.0,1
PR006765,2026-05-17,MANDI038,Ambala,Cotton,6858.0,7243.17,7050.51,6620.0,-430.5100000000002,0
PR006596,2026-05-24,MANDI038,Moga,Mustard,5495.18,6617.76,6056.0,5650.0,-406.0,0
PR004913,2026-01-17,MANDI031,,Mustard,5809.61,6479.49,6144.549398620808,5650.0,-494.54939862080755,0
PR003683,2026-03-16,MANDI057,Ambala,Wheat,2239.0,2526.1,2382.0,2275.0,-107.0,0
PR005000,2026-06-09,MANDI038,Kurukshetra,Cotton,6305.321803436482,7704.09,7004.7,6620.0,-384.6999999999998,0
PR006690,2026-03-31,MANDI015,Bathinda,Cotton,,7497.87,7127.65,,,0
PR005363,2026-03-14,MANDI023,Ferozepur,Sugarcane,3344.13,3565.0,3454.38,3500.0,45.61999999999989,1
PR004303,2026-07-25,MANDI004,Bathinda,Rice,1899.5,2002.67,1951.0,,,0
PR003218,2026-02-02,MANDI029,Kurukshetra,Cotton,6669.64,8265.61,7467.626311185693,6620.0,-847.6263111856933,0
PR005329,2026-05-19,MANDI035,Moga,Sugarcane,3097.0,3859.44,3478.07,3500.0,21.929999999999836,1
PR004300,2026-03-20,MANDI007,Bathinda,Rice,1878.45,2001.0,1940.0,2183.0,243.0,1
PR009230,2026-06-23,MANDI026,Sirsa,Wheat,1946.05,2269.0,2107.3,2275.0,167.69999999999982,1
PR000334,2026-03-25,MANDI048,Kurukshetra,Cotton,6700.0,7403.0,7051.42,6620.0,-431.4200000000001,0
PR009713,2026-07-01,MANDI055,Kurukshetra,Maize,1908.0,2313.8550590217515,2110.94,2090.0,-20.940000000000055,0
PR001380,2026-05-24,MANDI038,Kurukshetra,Wheat,2005.0,2198.0,2101.908154666691,2275.0,173.0918453333088,1
PR008865,2026-04-08,MANDI031,Ferozepur,Cotton,6339.0,6728.51,,6620.0,,0
PR000832,2026-08-28,MANDI052,Moga,Cotton,5627.49,5922.54,5775.02,6620.0,844.9799999999996,1
PR004938,2026-05-04,MANDI002,Kurukshetra,Maize,1788.68,2176.0,1982.13,2090.0,107.86999999999989,1
PR007024,2026-04-28,MANDI008,Kurukshetra,Mustard,,7032.73,6426.13,5650.0,-776.1300000000001,0
PR003179,2026-07-02,MANDI006,Sirsa,Rice,2031.88,2350.53,2191.0,,,0
PR008284,2026-06-05,MANDI030,Hisar,Rice,1896.85,2318.45,2107.65,2183.0,75.34999999999991,1
PR005930,2026-02-06,MANDI038,Kurukshetra,Rice,2117.91,2492.8577607469115,2305.0,,,0
PR000696,2026-05-24,MANDI039,Ambala,Mustard,5284.0,5773.04,5528.7,5650.0,121.30000000000018,1
PR011023,2026-05-27,MANDI010,Jalandhar,Cotton,6013.0,7503.0,6758.38,6620.0,-138.3800000000001,0
PR006096,2026-02-18,MANDI037,Moga,Wheat,1961.05,2096.0,2028.31,2275.0,246.69000000000005,1
PR000269,2026-05-31,MANDI034,Kurukshetra,Rice,2261.0,2725.0,,2183.0,,0
PR007362,2026-08-06,MANDI032,Ludhiana,Wheat,2242.43,2550.0,2396.0984043067274,2275.0,-121.09840430672739,0
PR008492,2026-08-25,MANDI044,Ambala,Maize,1900.48,2023.0,1961.77,2090.0,128.23000000000002,1
PR008417,2026-11-04,MANDI001,Fatehabad,Mustard,,6472.0,6105.0,5650.0,-455.0,0
PR002237,2026-05-21,MANDI044,Sirsa,Rice,1898.03,2273.43,2085.73,2183.0,97.26999999999998,1
PR008474,2026-01-02,MANDI053,Jalandhar,Cotton,5726.43,6303.78,,,,0
PR004191,2026-07-28,MANDI004,Kurukshetra,Cotton,5816.0,6333.33,6075.0,6620.0,545.0,1
PR008430,2026-07-02,MANDI001,Hisar,Wheat,2178.03,2436.0,2306.77,,,0
PR008156,2026-06-21,MANDI020,Bathinda,Rice,2011.0,2369.0,2190.0071446767915,2183.0,-7.00714467679154,0
PR000544,2026-06-03,MANDI003,Patiala,Cotton,6538.02,7448.58,6993.3,6620.0,-373.3000000000002,0
PR005963,2026-04-05,MANDI021,Ferozepur,Maize,1981.9,2200.0,2091.0,2090.0,-1.0,0
PR008661,2026-09-09,MANDI052,Hisar,Mustard,5761.88,6890.13,6326.0,5650.0,-676.0,0
PR002563,2026-08-09,MANDI013,Moga,Cotton,5957.9051412492845,6883.96,,6620.0,,0
PR001074,2026-08-31,MANDI021,Kurukshetra,Wheat,,2517.762340249086,2333.0,,,0
PR003146,2026-04-13,MANDI016,Patiala,Cotton,6688.96,8070.23,7379.59,6620.0,-759.5900000000001,0
PR003451,2026-05-27,MANDI015,Karnal,Cotton,5997.26,7381.641096963524,6689.45,6620.0,-69.44999999999982,0
PR000704,2026-05-25,MANDI007,Sirsa,Sugarcane,3182.88,3698.0,3440.42,3500.0,59.57999999999993,1
PR008158,2026-03-10,MANDI021,Hisar,Cotton,6115.15,6645.62,6380.0,,,0
PR004955,2026-08-17,MANDI020,Sirsa,Wheat,2039.36,2528.87,2284.12,2275.0,-9.11999999999989,0
PR005306,2026-03-16,MANDI050,Patiala,Rice,2087.78,2286.0,2187.0724774743258,2183.0,-4.072477474325751,0
PR008620,2026-08-19,MANDI029,Moga,Maize,1849.69,,2025.05,2090.0,64.95000000000005,1
PR010752,2026-02-23,MANDI029,Karnal,Maize,2034.81,2313.88,2174.0,,,0
PR000867,2026-02-09,MANDI034,Hisar,Maize,2067.0,2529.0,2298.0,2090.0,-208.0,0
PR007240,2026-03-03,MANDI023,Ambala,Rice,1919.96,2113.59,2017.0,2183.0,166.0,1
PR005754,2026-04-24,MANDI032,Sirsa,Maize,2022.49,2408.38,2215.0,2090.0,-125.0,0
PR008724,2026-08-02,MANDI033,Ambala,Mustard,5763.0,6867.0,6315.39,,,0
PR008806,2026-07-04,MANDI046,Ambala,Cotton,5780.0,6396.998545757991,6088.61,6620.0,531.3900000000003,1
PR005677,2026-05-21,MANDI038,Kurukshetra,Maize,1834.43,2012.24,1923.34,2090.0,166.66000000000008,1
PR004855,2026-08-09,MANDI011,Ludhiana,Mustard,5716.0,6185.0,5950.73,5650.0,-300.72999999999956,0
PR008671,2026-08-27,MANDI033,Kurukshetra,Cotton,5887.06,6984.45,6435.76,6620.0,184.23999999999978,1
PR003420,2026-04-25,MANDI042,Fatehabad,Wheat,2295.43,2484.63,2390.0,2275.0,-115.0,0
PR009473,2026-03-30,MANDI045,Kurukshetra,Rice,1922.16,2031.74,1976.95,2183.0,206.04999999999995,1
PR009373,2026-05-28,MANDI006,Karnal,Mustard,5430.44,6269.82,5850.13,,,0
PR005187,2026-04-21,MANDI025,Hisar,Wheat,2343.4018168311154,2490.78,2417.0,2275.0,-142.0,0
PR011276,2026-02-08,MANDI053,Karnal,Mustard,5032.55,6041.54,5537.0,5650.0,113.0,1
PR001976,2026-03-01,MANDI054,Ludhiana,Rice,1915.1944834591127,2324.45,2119.82,2183.0,63.179999999999836,1
PR004534,2026-06-24,MANDI048,Sirsa,Cotton,5902.808590580718,6745.0,6323.77,6620.0,296.22999999999956,1
PR002414,2026-02-05,MANDI034,Ambala,Mustard,5044.0,6007.79,5525.96,5650.0,124.03999999999996,1
PR009440,2026-08-30,MANDI039,Fatehabad,Cotton,6232.85,6899.46,6566.15,,,0
PR002966,2026-06-08,MANDI036,Bathinda,Rice,1948.61822236364,2352.99,2150.81,2183.0,32.190000000000055,1
PR008199,2026-12-06,MANDI011,Sirsa,Wheat,2074.69,2582.0,2328.59,2275.0,-53.590000000000146,0
PR007808,2026-08-03,MANDI031,Kurukshetra,Sugarcane,3064.12,3236.99,3150.555177607025,3500.0,349.44482239297486,1
PR002545,2026-01-15,MANDI027,Hisar,Sugarcane,3072.0,3603.32,3337.8365695635425,,,0
PR001265,2026-06-24,MANDI043,Agra,Cotton,6159.0,7241.97,6700.62,,,0
PR000431,2026-04-17,MANDI027,Hisar,Maize,2095.0,2248.0,2171.33,2090.0,-81.32999999999993,0
PR003432,2026-01-22,MANDI024,Ludhiana,Maize,2000.91,2284.45,2143.0,2090.0,-53.0,0
PR006602,2026-05-06,MANDI055,Ludhiana,Rice,2207.090561605572,2587.0,2397.23,2183.0,-214.23000000000002,0
PR009874,2026-01-13,MANDI032,Ferozepur,Rice,2194.11,2501.0,2347.5689510942357,2183.0,-164.56895109423567,0
PR010427,2026-08-15,MANDI025,Fatehabad,Rice,1978.18,2154.1167365556257,2066.147888080738,2183.0,116.85211191926192,1
PR006273,2026-01-17,MANDI041,Karnal,Rice,2232.08,2348.87,2290.4751382866516,2183.0,-107.4751382866516,0
PR005613,2026-10-05,MANDI041,Ambala,Maize,2082.0912376500014,2242.7319142488827,2162.0,2090.0,-72.0,0
PR008901,2026-06-17,MANDI031,Fatehabad,Rice,2058.0,2528.0,2293.08,2183.0,-110.07999999999993,0
PR011159,2026-04-18,MANDI046,Patiala,Sugarcane,3665.96,3938.0,3802.0,3500.0,-302.0,0
PR010906,2026-01-20,,,Sugarcane,3610.0,4341.98,3976.11,3500.0,-476.1100000000001,0
PR008371,2026-04-07,MANDI030,Sirsa,Sugarcane,3285.87,3462.0,,3500.0,,0
PR006811,2026-02-01,MANDI009,Hisar,Maize,1943.0,2310.0,2127.0,,,0
PR011083,2026-07-16,MANDI056,,Sugarcane,3519.817141719838,3781.0,3650.3,3500.0,-150.30000000000018,0
PR004442,2026-01-09,MANDI009,Fatehabad,Rice,2256.0,2395.26,2326.0,2183.0,-143.0,0
PR000025,2026-02-16,MANDI043,Agra,Rice,2147.0,2592.2355350822318,2369.54,2183.0,-186.53999999999996,0
PR005925,2026-09-09,MANDI018,Ferozepur,Sugarcane,3413.0,4236.93,,3500.0,,0
PR002035,2026-03-13,MANDI011,Patiala,Cotton,6639.3,7349.006416374749,6994.15,6620.0,-374.14999999999964,0
PR009338,2026-07-13,MANDI026,,Rice,1963.1438304238154,,2062.97,,,0
PR011319,2026-08-28,MANDI030,Sirsa,Maize,1801.0,1936.63,1868.64,2090.0,221.3599999999999,1
PR011738,2026-01-25,MANDI014,Moga,Sugarcane,3318.0,3639.0,3478.81,3500.0,21.190000000000055,1
PR002543,2026-09-08,MANDI012,Ambala,Rice,1895.08,,2022.0,2183.0,161.0,1
PR000160,2026-08-03,MANDI044,Moga,Wheat,2238.48,2462.27,2350.37,,,0
PR004093,2026-01-01,MANDI054,,Mustard,4935.33,5934.51,5434.92,,,0
PR003847,2026-04-25,MANDI005,Ambala,Cotton,6445.0,7242.306890899048,6844.0,,,0
PR010131,2026-06-09,MANDI029,Ludhiana,Rice,1960.0,2159.352664623796,2059.75,2183.0,123.25,1
PR011562,2026-02-13,MANDI044,Jalandhar,Cotton,6528.99,6990.11,6760.0,,,0
PR007007,2026-03-28,MANDI019,Moga,Cotton,5867.0,,6521.73,6620.0,98.27000000000044,1
PR011938,2026-05-08,MANDI049,Muzaffarnagar,Maize,2092.0,2558.25,2325.36,2090.0,-235.36000000000013,0
PR005974,2026-09-02,MANDI021,Bathinda,Rice,2218.1749343786264,2494.884344515872,2357.0,,,0
PR006104,2026-01-15,MANDI030,Amritsar,Sugarcane,3407.0,3702.77,3555.05,3500.0,-55.05000000000018,0
PR005177,2026-02-10,MANDI041,Ambala,Wheat,2362.4741815759226,2512.98,2437.73,2275.0,-162.73000000000002,0
PR005006,2026-02-03,MANDI027,Amritsar,Mustard,5532.51,5935.94,5734.227430862055,5650.0,-84.22743086205537,0
PR002629,2026-07-21,MANDI021,Ferozepur,Cotton,6578.51,7046.95,6813.0,6620.0,-193.0,0
PR005359,2026-06-27,MANDI052,Kurukshetra,Sugarcane,3507.24,3933.0,3720.19,3500.0,-220.19000000000005,0
PR006515,2026-02-24,MANDI043,Patiala,Rice,2196.04,2482.0,2339.03,2183.0,-156.0300000000002,0
PR002374,2026-07-17,MANDI041,Ambala,Wheat,2119.0,2584.56,2352.0,2275.0,-77.0,0
PR007042,2026-01-25,MANDI017,Ferozepur,Rice,1955.0,2102.0,,2183.0,,0
PR002312,2026-08-12,MANDI016,Patiala,Sugarcane,3277.0,3834.0,3555.72,3500.0,-55.7199999999998,0
PR010419,2026-07-11,MANDI039,Patiala,Mustard,5833.0,6373.4,6103.0,5650.0,-453.0,0
PR010055,2026-05-29,MANDI049,Muzaffarnagar,Rice,1868.0,2047.0,1958.0,2183.0,225.0,1
PR006880,2026-02-04,MANDI056,Amritsar,Wheat,2019.0,2290.0,2154.26,,,0
PR011723,2026-09-08,MANDI040,Hisar,Wheat,2294.62,2845.54,2570.08,2275.0,-295.0799999999999,0
PR007704,2026-01-03,MANDI012,Moga,Mustard,4983.76,6212.94,5598.35,,,0
PR001432,2026-03-03,MANDI003,Ludhiana,Sugarcane,3545.0,4086.96,3816.06,,,0
PR005357,2026-06-15,MANDI018,MOGA,Rice,2120.29,2641.59,2381.0,,,0
PR011853,2026-02-14,MANDI023,KARNAL,Sugarcane,3404.97,3954.14,3679.55,3500.0,-179.55000000000018,0
PR007589,2026-06-19,MANDI021,Hisar,Wheat,2208.78,2462.0,2335.17,2275.0,-60.17000000000007,0
PR009456,2026-05-19,MANDI002,Ludhiana,Rice,1915.95,,2134.25,2183.0,48.75,1
PR007998,2026-02-21,MANDI042,Moga,Rice,2270.77,2673.0,2472.0,2183.0,-289.0,0
PR005900,2026-08-21,MANDI038,Kurukshetra,Wheat,2032.0,2168.0,2100.22,2275.0,174.7800000000002,1
PR005251,2026-06-20,MANDI050,Amritsar,Rice,2102.9379376256666,2426.48,2264.71,2183.0,-81.71000000000004,0
PR002038,2026-01-23,MANDI048,Kurukshetra,Sugarcane,3273.5460738218567,3758.44,3516.0,3500.0,-16.0,0
PR007489,2026-05-14,MANDI049,Karnal,Sugarcane,3661.02,4345.0,4003.0,3500.0,-503.0,0
PR002391,2026-04-03,MANDI008,Ambala,Rice,2236.0,2726.78,2481.16,2183.0,-298.15999999999985,0
PR003788,2026-06-27,MANDI028,Ludhiana,Wheat,1970.0,2405.44,2187.65,2275.0,87.34999999999991,1
PR008441,2026-07-19,MANDI011,Jalandhar,Cotton,6125.499087662581,6651.0,6388.23,6620.0,231.77000000000044,1
PR007304,2026-04-30,MANDI041,Ferozepur,Mustard,5423.02,5755.41,5589.0,,,0
PR004369,2026-02-26,MANDI054,Sirsa,Maize,2048.27,2524.0,2286.0,2090.0,-196.0,0
PR003424,2026-01-30,MANDI034,Ludhiana,Cotton,6896.19,8455.0,7675.46,6620.0,-1055.46,0
PR002423,2026-05-03,MANDI033,,Wheat,1976.8,2397.17,2186.99,2275.0,88.01000000000022,1
PR008710,2026-01-20,MANDI029,Karnal,Rice,,2380.845620266024,,2183.0,,0
PR006292,2026-10-02,MANDI041,Bathinda,Maize,2121.3,2399.7075214198157,2261.0,2090.0,-171.0,0
PR003908,2026-05-08,MANDI057,Bathinda,Cotton,5643.15,6957.78,6300.46,,,0
PR002419,2026-03-26,MANDI046,Ferozepur,Mustard,5349.92,6560.05,5954.983741032466,,,0
PR001690,2026-02-12,MANDI009,Bathinda,Cotton,,8307.44879272969,7577.87,6620.0,-957.8699999999999,0
PR001269,2026-01-19,MANDI030,Sirsa,Mustard,5777.51,6132.83,5955.0,5650.0,-305.0,0
PR000985,2026-05-31,MANDI027,Ludhiana,Mustard,5855.11,6203.857379820082,6029.48,5650.0,-379.47999999999956,0
PR008021,2026-07-06,MANDI014,Hisar,Mustard,5453.933913878064,6504.56,5979.25,5650.0,-329.25,0
PR002261,2026-06-08,MANDI019,Kurukshetra,Cotton,6533.35,7850.0,7192.0,6620.0,-572.0,0
PR009429,2026-01-25,MANDI014,Sirsa,Rice,2130.47,2293.0,2211.7432910901234,2183.0,-28.74329109012342,0
PR003798,2026-04-23,MANDI042,Amritsar,Sugarcane,3586.0,4234.57,3911.0,3500.0,-411.0,0
PR009133,2026-06-26,MANDI019,Jalandhar,Cotton,6896.0,7249.05835595673,7072.78,6620.0,-452.77999999999975,0
PR008690,2026-02-15,MANDI008,Amritsar,Cotton,6330.0,7467.0,6898.115703781709,6620.0,-278.11570378170927,0
PR001622,2026-06-25,MANDI054,Bathinda,Rice,2185.0,2423.69,2304.42,2183.0,-121.42000000000007,0
PR011841,2026-05-12,MANDI037,Amritsar,Wheat,2031.71,2175.39,2103.55,,,0
PR000918,2026-07-05,MANDI041,Karnal,Cotton,6540.04,6938.03,6739.0,,,0
PR005895,2026-06-29,MANDI029,Karnal,Rice,,2170.0,2061.0,2183.0,122.0,1
PR001197,2026-01-15,MANDI005,Ludhiana,Maize,2072.52,,2285.946187089387,2090.0,-195.94618708938697,0
PR003800,2026-08-25,MANDI021,Ferozepur,Maize,2110.0,2620.0,2364.85,,,0
PR009284,2026-02-05,MANDI023,Sirsa,Wheat,2285.98,2539.22,2413.0,,,0
PR003363,2026-06-06,MANDI031,Moga,Cotton,6705.0,7299.681617803965,7002.1,6620.0,-382.10000000000036,0
PR010731,2026-02-16,MANDI045,Ferozepur,Maize,1937.42,2279.0,2108.15,2090.0,-18.15000000000009,0
PR008250,2026-06-03,MANDI039,Anand,Mustard,5143.64,5590.0,5367.0,5650.0,283.0,1
PR005172,2026-04-25,MANDI018,Moga,Sugarcane,3372.44877118309,4188.91,3781.0,3500.0,-281.0,0
PR006084,2026-01-27,MANDI049,Amritsar,Rice,2133.0,,2352.02,2183.0,-169.01999999999998,0
PR008463,2026-02-19,MANDI017,Jalandhar,Maize,2185.39,2309.0,2247.22,2090.0,-157.2199999999998,0
PR006207,2026-01-28,MANDI038,Ambala,Rice,2051.55,2459.93,2255.74,2183.0,-72.73999999999978,0
PR002284,2026-07-29,MANDI026,Bathinda,Cotton,6523.42,7165.15,6844.28,,,0
PR005670,2026-05-04,MANDI025,Jalandhar,Mustard,5456.312819215449,6065.65,5761.0,,,0
PR005479,2026-07-12,MANDI054,Saharanpur,Wheat,2184.0,2297.0,2240.43,2275.0,34.570000000000164,1
PR009840,2026-01-22,MANDI019,Karnal,Rice,2247.5429210785255,2458.56,2353.05,2183.0,-170.05000000000018,0
PR004718,2026-01-15,MANDI040,Jalandhar,Cotton,6034.396762989273,6468.78,6251.59,6620.0,368.40999999999985,1
PR003447,2026-07-31,MANDI050,Kurukshetra,Mustard,5026.51,6246.0,5636.14,5650.0,13.859999999999673,1
PR010962,2026-02-21,MANDI018,Fatehabad,Rice,1997.996977251283,2217.87,,2183.0,,0
PR000369,2026-02-28,MANDI043,Fatehabad,Sugarcane,3620.07,4401.43,4010.75,3500.0,-510.75,0
PR011883,2026-04-09,MANDI046,Patiala,Maize,2133.54,2497.0,2315.43,2090.0,-225.42999999999984,0
PR001636,2026-04-29,MANDI020,,Sugarcane,3528.0,4386.0,3957.230974116456,3500.0,-457.23097411645585,0
PR009085,2026-08-30,MANDI014,Ferozepur,Sugarcane,3421.29,4075.1,3748.0,3500.0,-248.0,0
PR002584,2026-06-14,MANDI024,Bathinda,Wheat,2317.0,2609.75,2463.17,2275.0,-188.17000000000007,0
PR002034,2026-01-27,MANDI030,Ambala,Mustard,4975.1,6146.0,5560.78,5650.0,89.22000000000025,1
PR008769,2026-04-06,MANDI048,Patiala,Maize,1907.0,2294.06,2100.41,2090.0,-10.409999999999854,0
PR003449,2026-04-23,MANDI008,Ludhiana,Sugarcane,3132.64,3573.47,3353.05,,,0
PR004821,2026-05-17,MANDI027,Hisar,Sugarcane,3058.79,3512.23,3285.51,3500.0,214.48999999999978,1
PR007971,2026-05-15,MANDI016,Patiala,Wheat,2360.8,2794.87,2578.0,,,0
PR005427,2026-08-06,MANDI013,Fatehabad,Sugarcane,3386.0,3614.96,3500.0,3500.0,0.0,0
PR001759,2026-04-30,MANDI014,Patiala,Wheat,2208.0,2680.22,,2275.0,,0
PR010672,2026-08-22,MANDI002,Patiala,Cotton,6075.0,,6828.57,6620.0,-208.5699999999997,0
PR001298,2026-08-10,MANDI002,,Maize,1829.0,2238.0,2033.08,2090.0,56.92000000000007,1
PR000837,2026-04-18,MANDI028,Amritsar,Cotton,5801.0,6389.74,6095.35,6620.0,524.6499999999996,1
PR007214,2026-08-24,MANDI007,Ludhiana,Wheat,2370.0,2753.81,2561.77,,,0
PR001296,2026-02-08,MANDI002,Moga,Maize,2060.27,2529.079155318747,2294.673645802734,,,0
PR000373,2026-02-14,MANDI033,Amritsar,Mustard,5511.36,6661.290278393943,6086.32,5650.0,-436.3199999999997,0
PR010683,2026-04-27,MANDI023,Bathinda,Maize,1805.4601247836652,2200.0,2002.75,2090.0,87.25,1
PR002119,2026-02-02,MANDI028,Patiala,Wheat,2095.35,2435.0,2264.95,2275.0,10.050000000000182,1
PR011828,2026-08-19,MANDI002,Amritsar,Sugarcane,3323.86,3982.41,3653.0,3500.0,-153.0,0
PR000966,2026-03-31,MANDI033,,Mustard,5506.48,5785.0,5646.0,5650.0,4.0,1
PR000056,2026-05-25,MANDI001,Moga,Cotton,6658.59,8084.0,7371.3,,,0
PR003168,2026-05-28,MANDI008,Kurukshetra,Maize,1880.52,2238.0,2059.36,,,0
PR008442,2026-07-31,MANDI027,Jalandhar,Sugarcane,3641.63,,3874.65,,,0
PR005962,2026-08-15,MANDI051,Kurukshetra,Mustard,5698.5,6068.16,5883.33,5650.0,-233.32999999999993,0
PR009351,2026-01-30,MANDI056,Fatehabad,Rice,2022.51,2403.05,2212.780620310624,2183.0,-29.780620310623817,0
PR004919,2026-08-12,MANDI011,Ludhiana,Maize,2039.74,2480.04,2260.0,2090.0,-170.0,0
PR011914,2026-05-10,MANDI017,Moga,Maize,2005.38,2184.94,2095.0,2090.0,-5.0,0
PR009960,2026-04-24,MANDI017,Amritsar,Cotton,6161.13,7399.207022739752,6780.17,,,0
PR011811,2026-08-04,MANDI029,Fatehabad,Rice,1894.0,2127.36,2010.8,2183.0,172.20000000000005,1
PR004348,2026-07-24,MANDI024,,Maize,1982.19,2205.5959917765817,2094.0,2090.0,-4.0,0
PR003774,2026-03-27,MANDI001,Jalandhar,Sugarcane,3523.0,3950.22,3736.62,3500.0,-236.6199999999999,0
PR003911,2026-05-24,MANDI038,Patiala,Wheat,2090.18,2379.3774817044828,2235.0,2275.0,40.0,1
PR006982,2026-01-09,MANDI011,Hisar,Maize,1785.0,2115.05,1950.0,2090.0,140.0,1
PR007200,2026-04-05,MANDI048,Karnal,Maize,1925.0,2169.0,2046.893235992456,2090.0,43.106764007543916,1
PR001917,2026-11-05,MANDI006,Fatehabad,Sugarcane,3565.015230946707,4315.0,3939.98,3500.0,-439.98,0
PR010797,2026-07-01,MANDI038,Ambala,Rice,2197.0,2423.36,2310.0,2183.0,-127.0,0
PR000005,2026-05-21,MANDI005,Bathinda,Sugarcane,3096.0,3835.0,,,,0
PR001844,2026-05-06,MANDI009,,Rice,1928.0,2199.39,2063.83,,,0
PR008863,2026-09-03,MANDI038,Patiala,Mustard,4828.0,5461.0,5144.73,5650.0,505.27000000000044,1
PR000063,2026-03-18,MANDI011,Patiala,Wheat,2313.92,2732.8,,2275.0,,0
PR001026,2026-01-22,MANDI002,Kurukshetra,Mustard,5563.72,6604.87,6084.29,,,0
PR006090,2026-04-16,MANDI044,Ambala,Mustard,5924.49,7067.54,6496.02,,,0
PR010640,2026-04-28,MANDI003,Fatehabad,Wheat,2133.06,2375.27,2254.17,2275.0,20.829999999999927,1
PR003526,2026-01-04,MANDI040,Fatehabad,Maize,1974.0,2101.4340664035567,2037.87,,,0
PR011065,2026-02-06,MANDI024,Karnal,Cotton,6084.16,7072.9,6578.53,,,0
PR000969,2026-04-29,MANDI031,,Rice,2180.0,2339.3643378165148,2259.87,2183.0,-76.86999999999989,0
