trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance_km,vehicle_no,driver_id,is_negative_anomaly,delay_hours,is_delayed_flag
TRP009672,MANDI011,WH-West,2026-02-25 00:16:00,2026-02-25 02:34:17,2.3047222222222223,,UP-46-BC-5319,DRV407,0,,0
TRP001364,MANDI006,WH-Central,2026-02-22 09:31:12,2026-02-23 07:37:12,22.1,1244.8,HR-46-AB-1131,DRV286,0,-9.02,0
TRP007601,MANDI032,WH-Central,2026-08-06 19:38:32,2026-06-08 00:00:00,3.2,136.89961738366603,HR-28-BC-2843,DRV860,0,-0.22,0
TRP007229,MANDI014,WH-North,2026-08-06 00:00:00,2026-06-09 08:34:02,22.1,1202.2,PB-70-BC-2731,DRV858,0,-7.96,0
TRP005261,MANDI051,WH-Central,2026-05-31 16:18:31,2026-06-01 11:42:31,19.4,1100.6,,DRV467,0,-8.11,0
TRP007608,MANDI029,WH-South,2026-03-02 13:02:31,2026-03-03 05:08:31,16.1,,UP-59-BC-9665,,0,,0
TRP007682,MANDI008,WH-North,2026-06-11 09:06:00,2026-06-12 04:48:23,19.7,957.3,,DRV386,0,-4.23,0
TRP000681,MANDI018,WH-South,2026-04-07 17:38:49,2026-07-04 22:38:00,5.0,266.4,HR-76-AB-1424,,0,-1.66,0
TRP009689,MANDI019,WH-West,2026-08-20 00:00:00,2026-08-20 22:19:47,17.8,928.3,PB-56-DF-1564,DRV587,0,-5.41,0
TRP008255,MANDI003,WH-Central,2026-02-25 01:32:30,2026-02-25 04:26:00,2.9,165.2,RJ-24-CD-2148,DRV967,0,-1.23,0
TRP003665,MANDI046,WH-West,2026-02-19 08:47:00,2026-02-19 16:59:00,8.2,404.9,HR-91-BC-6358,DRV158,0,-1.92,0
TRP001662,MANDI029,WH-North,2026-02-17 21:00:00,2026-02-18 02:48:58,5.8,236.4,HR-35-AB-1827,,0,-0.11,0
TRP000509,MANDI036,WH-South,2026-02-13 19:08:00,2026-02-14 00:00:00,17.9,,UP-27-BC-5366,DRV950,0,,0
TRP000167,MANDI042,WH-North,2026-02-13 19:11:18,2026-02-14 07:11:18,12.0,535.5,PB-93-BC-9831,,0,-1.39,0
TRP005498,MANDI011,WH-South,2026-04-04 03:33:00,2026-04-04 00:00:00,2.5,139.7,HR-47-AB-1494,,0,-0.99,0
TRP008633,MANDI014,Export-Terminal,2026-05-20 08:55:28,2026-05-21 06:37:00,21.7,983.0,DL-98-DF-4869,DRV795,0,-2.88,0
TRP001007,MANDI009,WH-East,2026-02-28 06:27:09,2026-02-28 17:51:09,11.4,677.4,UP-56-CD-4860,DRV731,0,-5.53,0
TRP008686,MANDI014,WH-North,2026-09-06 15:23:00,2026-06-10 08:59:56,2118.3844444444444,874.2,UP-83-AB-2952,DRV594,0,2096.52,1
TRP001915,MANDI026,WH-South,2026-07-26 19:36:00,2026-07-27 07:30:00,11.9,533.1,DL-81-BC-5934,DRV861,0,-1.43,0
TRP003495,MANDI005,WH-West,2026-01-06 15:35:38,2026-01-07 00:41:38,9.1,,HR-19-DF-8338,,0,,0
TRP007029,MANDI037,WH-North,2026-04-16 06:38:00,2026-04-16 19:56:00,13.3,685.3,HR-90-BC-7135,DRV782,0,-3.83,0
TRP004991,MANDI008,WH-East,2026-12-02 11:29:00,2026-12-02 00:00:00,3.6,,DL-25-CD-4899,DRV391,1,,0
TRP002537,MANDI055,WH-West,2026-05-01 19:31:00,2026-05-02 12:01:59,16.5,937.0,HR-82-DF-8873,DRV692,0,-6.92,0
TRP001105,MANDI008,WH-West,2026-08-10 02:33:03,2026-08-10 20:09:03,17.6,755.8,HR-50-DF-2994,,0,-1.3,0
TRP003876,MANDI027,WH-East,2026-07-25 06:51:00,2026-07-26 04:45:00,21.9,1036.4,,DRV905,0,-4.01,0
TRP008186,MANDI052,WH-South,2026-01-18 19:47:15,2026-01-19 19:05:15,23.3,1145.3,RJ-46-BC-1853,DRV559,0,-5.33,0
TRP001753,MANDI035,WH-Central,2026-04-01 03:02:00,2026-01-04 12:50:56,9.8,583.4,,DRV737,0,-4.78,0
TRP005311,MANDI011,WH-Central,2026-05-21 00:00:00,2026-05-22 04:30:00,4.6,229.5,DL-98-CD-6339,DRV943,1,-1.14,0
TRP005953,MANDI009,WH-South,2026-03-10 12:19:58,2026-03-11 02:01:58,13.7,737.8,PB-45-CD-9189,,0,-4.74,0
TRP007592,MANDI014,WH-South,2026-05-02 18:21:44,2026-02-05 22:39:00,4.3,197.8,DL-87-BC-9032,DRV603,0,-0.64,0
TRP002917,MANDI017,Export-Terminal,2026-06-05 05:52:41,2026-06-06 01:28:41,19.6,944.8973591367859,PB-91-DF-2213,DRV940,0,-4.02,0
TRP008488,MANDI055,WH-West,2026-04-08 04:41:00,2026-04-08 17:05:59,12.4,713.3,RJ-95-AB-3014,DRV784,1,-5.43,0
TRP005755,MANDI051,Export-Terminal,2026-05-16 11:52:00,2026-05-17 07:46:00,19.9,876.6975497462381,PB-43-CD-2852,DRV790,0,-2.02,0
TRP000153,MANDI045,WH-Central,2026-03-20 04:33:00,2026-03-20 08:33:38,4.010555555555555,197.899446897206,HR-42-BC-8462,DRV177,0,-0.94,0
TRP005231,MANDI044,WH-Central,2026-01-05 23:20:57,2026-01-06 10:44:57,11.4,,RJ-32-AB-4547,,0,,0
TRP005680,MANDI032,WH-South,2026-04-01 07:33:54,2026-04-02 01:15:54,17.7,849.897624648486,HR-22-CD-5909,DRV211,0,-3.55,0
TRP003908,MANDI017,WH-East,2026-03-02 17:43:07,2026-03-03 00:49:07,7.1,315.0,DL-49-CD-1231,DRV300,1,-0.78,0
TRP009502,MANDI005,Export-Terminal,2026-09-05 09:17:29,2026-06-09 08:05:00,22.8,1043.8,RJ-58-DF-1652,DRV638,0,-3.3,0
TRP002553,MANDI007,WH-West,2026-01-24 07:40:56,2026-01-24 17:46:00,10.084444444444445,552.0,,DRV260,0,-3.72,0
TRP002774,MANDI027,Export-Terminal,2026-09-06 00:00:00,2026-06-10 03:05:01,14.1,655.0,UP-40-CD-3918,DRV837,0,-2.28,0
TRP009324,MANDI014,WH-East,2026-07-13 04:27:13,2026-07-13 06:27:13,2.0,113.099683901334,,DRV108,0,-0.83,0
TRP003552,MANDI051,WH-North,2026-01-26 17:45:39,2026-01-26 22:51:39,5.1,222.6,DL-63-BC-4947,DRV457,0,-0.46,0
TRP003723,MANDI015,WH-Central,2026-08-21 09:16:01,2026-08-21 18:46:00,9.499722222222223,426.1,UP-46-BC-6327,DRV425,0,-1.15,0
TRP007412,MANDI021,WH-West,2026-06-20 01:54:00,2026-06-20 18:30:00,16.6,947.4,UP-63-BC-8532,DRV959,0,-7.08,0
TRP000521,MANDI029,WH-South,2026-04-11 15:50:50,2026-12-04 01:20:00,9.5,464.6,HR-70-AB-4990,DRV737,0,-2.12,0
TRP008440,MANDI001,WH-North,2026-04-26 12:28:00,2026-04-26 20:28:49,8.0,479.4,,DRV627,0,-3.98,0
TRP009313,MANDI001,WH-Central,2026-03-11 12:11:30,2026-03-12 00:05:30,11.9,601.8,PB-18-CD-6554,DRV664,0,-3.14,0
TRP004539,MANDI046,WH-Central,2026-04-28 13:08:00,2026-04-28 17:08:26,4.0,236.4,UP-52-AB-8236,DRV317,0,-1.91,0
TRP006176,MANDI018,WH-East,2026-07-29 23:32:44,2026-07-30 17:32:44,18.0,837.5,,DRV420,0,-2.94,0
TRP007390,MANDI006,WH-North,2026-03-20 12:32:00,2026-03-20 23:14:13,10.7,611.9,PB-63-BC-5715,DRV313,0,-4.6,0
TRP001823,MANDI021,WH-Central,2026-05-16 22:00:48,2026-05-17 19:30:00,21.5,1228.3,DL-42-BC-3531,DRV486,0,-9.21,0
TRP004087,MANDI016,WH-Central,2026-02-27 05:22:10,2026-02-28 02:34:10,21.2,910.3974555594559,UP-31-CD-4957,DRV108,0,-1.56,0
TRP006700,MANDI056,WH-East,2026-06-04 09:46:36,2026-06-04 21:40:36,11.9,656.9,DL-79-DF-9314,DRV833,0,-4.52,0
TRP009093,MANDI029,WH-East,2026-01-20 10:42:17,2026-01-21 06:12:00,19.5,784.7,UP-45-BC-6314,,0,-0.12,0
TRP007975,MANDI057,Export-Terminal,2026-07-25 00:29:36,2026-07-25 09:47:00,9.3,378.8,RJ-91-AB-5916,DRV452,0,-0.17,0
TRP009157,MANDI033,Export-Terminal,2026-06-20 21:50:52,2026-06-21 10:32:00,12.7,610.6,DL-69-BC-6548,DRV318,0,-2.56,0
TRP000310,MANDI047,WH-East,2026-06-19 00:00:00,2026-06-20 08:45:35,17.3,849.897624648486,PB-26-CD-6924,DRV646,0,-3.95,0
TRP004309,MANDI051,WH-East,2026-02-01 09:44:00,2026-02-01 22:08:41,12.4,734.2979477343019,,DRV442,0,-5.96,0
TRP007056,MANDI008,WH-Central,2026-01-11 02:57:17,2026-01-11 08:39:17,5.7,301.4,,DRV902,0,-1.83,0
TRP007958,MANDI054,WH-Central,2026-06-20 12:41:15,2026-06-20 00:00:00,3.6,204.5,UP-10-BC-2638,DRV509,0,-1.51,0
TRP003600,MANDI046,WH-East,2026-07-16 02:05:43,2026-07-16 19:35:00,17.5,764.0,,,0,-1.6,0
TRP003623,MANDI040,WH-East,2026-03-07 15:28:45,2026-07-03 00:00:00,2.7,,UP-65-AB-6245,DRV347,0,,0
TRP003812,MANDI008,Export-Terminal,2026-03-02 01:50:43,2026-03-02 15:26:43,13.6,686.5980810491241,RJ-98-CD-5946,DRV740,0,-3.56,0
TRP006006,MANDI053,WH-Central,2026-08-01 03:57:00,2026-01-08 08:33:42,4.6,245.4,RJ-76-BC-8914,,0,-1.54,0
TRP003451,MANDI057,WH-South,2026-08-18 14:23:23,2026-08-18 22:05:23,7.7,373.6,PB-52-AB-9554,DRV191,0,-1.64,0
TRP004592,MANDI021,WH-East,2026-06-15 05:26:00,2026-06-16 05:20:00,23.9,1233.6,UP-26-BC-7893,,0,-6.94,0
TRP000206,MANDI034,WH-East,2026-07-28 18:08:43,2026-07-29 04:50:43,10.7,602.7,UP-93-BC-6755,DRV635,0,-4.37,0
TRP001136,MANDI050,Export-Terminal,2026-08-07 04:46:51,2026-08-07 15:34:51,10.8,,HR-70-BC-3958,DRV341,0,,0
TRP009758,MANDI020,WH-Central,2026-02-06 10:21:00,2026-03-06 00:57:00,14.6,741.2979281702819,DL-45-AB-3277,DRV600,0,-3.93,0
TRP002750,MANDI013,Export-Terminal,2026-08-22 00:00:00,2026-08-23 03:49:00,11.2,619.5,DL-37-BC-4209,DRV643,1,-4.29,0
TRP003614,MANDI035,Export-Terminal,2026-07-08 20:19:00,2026-07-09 19:49:22,23.5,1200.1966456090279,PB-13-BC-5684,DRV501,0,-6.5,0
TRP000306,MANDI013,WH-North,2026-03-03 02:16:00,2026-04-03 00:00:00,22.2,1331.8,PB-75-CD-6847,DRV299,0,-11.1,0
TRP001850,MANDI007,WH-West,2026-01-13 13:31:41,2026-01-13 21:43:00,8.2,446.3,HR-11-AB-1901,DRV971,0,-2.96,0
TRP008746,MANDI010,WH-West,2026-03-04 12:02:06,2026-03-05 04:50:06,16.8,867.3,HR-48-AB-7247,DRV411,0,-4.88,0
TRP009432,MANDI051,WH-West,2026-07-25 13:24:20,2026-07-26 11:30:20,22.1,1257.5,,DRV816,0,-9.34,0
TRP001989,MANDI049,WH-East,2026-09-08 14:12:00,2026-08-10 12:48:21,22.6,1161.6,,,0,-6.44,0
TRP003241,MANDI014,WH-Central,2026-06-17 12:00:00,2026-06-17 22:48:14,10.803888888888888,449.098744828374,RJ-32-BC-3642,DRV359,0,-0.43,0
TRP002799,MANDI010,WH-North,2026-05-02 05:56:32,2026-05-02 11:02:32,5.1,296.2,HR-10-AB-5971,DRV448,0,-2.3,0
TRP004516,MANDI022,Export-Terminal,2026-05-14 00:42:54,2026-05-14 18:12:54,17.5,800.99776131714,HR-31-BC-3677,DRV862,0,-2.52,0
TRP005631,MANDI037,WH-Central,2026-04-01 00:00:00,2026-05-01 14:36:00,16.9,841.5,UP-75-DF-5885,DRV458,0,-4.14,0
TRP008290,MANDI017,WH-West,2026-09-01 12:37:00,2026-01-10 00:01:31,11.4,,HR-28-BC-3932,DRV967,0,,0
TRP003110,MANDI041,WH-East,2026-07-01 13:18:00,2026-02-07 00:00:00,23.1,1153.196776967448,PB-62-CD-3087,DRV275,0,-5.73,0
TRP004940,MANDI021,WH-Central,2026-08-23 12:02:00,2026-08-24 01:38:00,13.6,617.1,RJ-89-DF-5409,DRV812,0,-1.83,0
TRP004060,MANDI039,WH-East,2026-05-29 15:13:00,2026-05-29 20:49:00,5.6,311.5,DL-25-BC-1555,DRV475,0,-2.19,0
TRP001988,MANDI031,WH-North,2026-03-30 11:13:00,2026-03-31 02:31:51,15.3,659.1,UP-57-AB-3154,DRV154,0,-1.18,0
TRP009232,MANDI035,WH-East,2026-08-16 00:00:00,2026-08-17 03:45:00,15.3,626.0,PB-49-AB-4616,DRV126,0,-0.35,0
TRP007213,MANDI017,WH-Central,2026-01-17 16:48:00,2026-01-18 12:12:48,19.4,827.0,UP-45-DF-2727,,0,-1.28,0
TRP000384,MANDI017,WH-East,2026-05-12 00:17:18,2026-05-12 16:29:18,16.2,886.7975215181518,PB-28-BC-1225,DRV548,0,-5.97,0
TRP005635,MANDI029,WH-South,2026-08-20 23:05:00,2026-08-21 15:29:00,16.4,685.6,HR-34-CD-2732,DRV452,0,-0.74,0
TRP004308,MANDI043,WH-South,2026-01-05 07:05:01,2026-01-06 03:29:01,20.4,1036.1,UP-97-BC-4262,DRV222,0,-5.5,0
TRP003389,MANDI050,Export-Terminal,2026-01-20 03:19:00,2026-01-20 05:37:00,2.3,99.0,PB-53-BC-6294,DRV118,0,-0.18,0
TRP003157,MANDI038,WH-East,2026-06-09 21:59:48,2026-06-10 00:11:48,2.2,108.1,PB-98-BC-4842,DRV336,0,-0.5,0
TRP006054,MANDI045,WH-South,2026-04-29 10:55:04,2026-04-30 02:43:04,15.8,844.7,DL-33-BC-3093,DRV281,0,-5.32,0
TRP002728,MANDI056,WH-West,2026-01-02 12:59:40,2026-02-01 22:53:00,9.9,402.89887395090597,RJ-54-CD-4580,DRV161,0,-0.17,0
TRP006910,MANDI009,WH-East,2026-05-04 16:11:00,2026-04-06 12:29:39,20.3,1200.99664337314,DL-49-AB-9961,DRV610,0,-9.72,0
TRP007961,MANDI023,WH-West,2026-10-01 07:25:00,2026-01-11 02:49:22,6316.593888888889,931.7,RJ-53-AB-1086,DRV729,0,6293.3,1
TRP009033,MANDI021,Export-Terminal,2026-04-23 12:45:00,2026-04-24 09:21:04,20.601111111111113,1025.0,HR-34-CD-8769,,0,-5.02,0
TRP008636,MANDI010,WH-South,2026-01-07 16:05:00,2026-01-07 18:29:00,2.4,106.2,RJ-43-CD-1277,DRV519,0,-0.26,0
TRP006583,MANDI002,Export-Terminal,2026-08-25 00:32:00,2026-08-25 16:44:00,16.2,822.49770122765,UP-86-AB-6170,DRV138,0,-4.36,0
TRP003833,MANDI041,WH-East,2026-02-18 01:56:00,2026-02-18 22:44:53,20.8,1147.7,HR-72-CD-6967,DRV752,0,-7.89,0
TRP004777,MANDI042,Export-Terminal,2026-06-07 10:38:15,2026-07-06 21:44:00,11.1,470.3,,DRV995,0,-0.66,0
TRP004277,MANDI054,WH-East,2026-08-05 00:00:00,2026-09-05 02:03:00,21.4,916.7,,DRV744,0,-1.52,0
TRP000254,MANDI006,WH-South,2026-03-05 05:53:45,2026-03-05 22:35:45,16.7,676.2,DL-20-BC-9862,DRV233,0,-0.2,0
TRP006729,MANDI007,WH-East,2026-04-03 03:47:12,2026-04-04 03:35:12,23.8,1351.2962233056821,HR-35-BC-3093,,1,-9.98,0
TRP009976,MANDI050,WH-East,2026-07-16 07:45:12,2026-07-16 11:21:12,3.6,196.5,,DRV150,0,-1.31,0
TRP007931,MANDI026,WH-North,2026-06-26 04:06:09,2026-06-26 19:36:00,15.5,668.0,PB-68-DF-3943,DRV176,0,-1.2,0
TRP000279,MANDI024,WH-South,2026-01-27 11:52:00,2026-01-28 07:16:00,19.4,1119.2,RJ-66-AB-6471,DRV515,0,-8.58,0
TRP003253,MANDI051,WH-West,2026-08-01 04:59:49,2026-08-01 12:35:49,7.6,357.798999999092,RJ-21-BC-5186,,0,-1.34,0
TRP002481,MANDI027,WH-East,2026-03-14 10:56:00,2026-03-14 19:08:53,8.2,431.3,PB-75-CD-2271,DRV754,0,-2.58,0
TRP000290,MANDI012,WH-North,2026-05-07 19:03:11,2026-07-05 23:45:00,4.7,275.1,,,0,-2.18,0
TRP003076,MANDI019,Export-Terminal,2026-06-01 00:00:00,2026-06-01 04:18:00,4.3,231.5,UP-37-AB-9662,DRV203,0,-1.49,0
TRP004074,MANDI037,WH-Central,2026-07-10 07:09:39,2026-07-10 16:33:39,9.4,426.898806874266,PB-62-BC-8763,DRV794,0,-1.27,0
TRP002584,MANDI005,WH-South,2026-07-18 00:00:00,2026-07-18 21:18:00,21.3,884.3,HR-44-AB-6161,DRV742,0,-0.81,0
TRP006984,MANDI025,WH-South,2026-01-12 15:36:38,2026-01-13 09:42:00,18.1,1009.5,DL-55-CD-2964,DRV891,0,-7.14,0
TRP006109,MANDI041,WH-South,2026-01-13 17:52:51,2026-01-13 22:22:51,4.5,203.0,HR-88-CD-6845,DRV511,0,-0.58,0
TRP005090,MANDI015,WH-North,2026-03-25 11:22:36,2026-03-26 00:00:00,14.3,699.598044715944,DL-82-DF-6752,DRV213,0,-3.19,0
TRP006333,MANDI056,WH-North,2026-05-12 03:51:52,2026-05-12 15:57:00,12.1,496.2,PB-50-DF-5743,DRV919,0,-0.3,0
TRP009037,MANDI029,WH-South,2026-05-17 13:30:00,2026-05-18 09:54:13,20.4,1186.8,UP-26-DF-7633,,0,-9.27,0
TRP007926,MANDI022,WH-Central,2026-08-28 22:47:07,2026-08-29 21:17:00,22.5,991.0,PB-86-CD-9100,,0,-2.28,0
TRP008737,MANDI034,Export-Terminal,2026-07-21 14:01:20,2026-07-22 05:13:20,15.2,614.9,HR-38-CD-6454,DRV124,0,-0.17,0
TRP009318,MANDI006,WH-North,2026-04-07 02:55:00,2026-04-07 16:01:56,13.1,566.0,DL-87-DF-4698,DRV450,0,-1.05,0
TRP006670,MANDI001,WH-North,2026-08-05 22:35:02,2026-08-06 14:23:02,15.8,889.0,PB-39-CD-7113,DRV649,0,-6.42,0
TRP004067,MANDI054,WH-West,2026-08-09 00:00:00,2026-09-09 06:44:00,16.5,672.3,RJ-69-DF-3304,DRV484,0,-0.31,0
TRP000271,MANDI022,WH-East,2026-12-07 13:07:00,2026-12-07 17:19:00,4.2,235.5,UP-74-AB-1883,DRV696,0,-1.69,0
TRP006010,MANDI035,WH-South,2026-07-04 15:37:48,2026-07-04 18:07:48,2.5,135.2,RJ-20-BC-3489,DRV826,0,-0.88,0
TRP004571,MANDI001,WH-Central,2026-01-19 15:13:00,2026-01-20 01:37:00,10.4,601.4,UP-78-AB-4298,,0,-4.64,0
TRP003577,MANDI026,WH-North,2026-05-21 17:14:00,2026-05-22 14:32:00,21.3,1090.7,DL-87-CD-4655,DRV734,0,-5.97,0
TRP003566,MANDI044,Export-Terminal,2026-04-08 02:49:14,2026-04-08 15:07:14,12.3,568.4,UP-30-BC-1255,DRV252,0,-1.91,0
TRP002972,MANDI012,Export-Terminal,2026-06-26 19:52:00,2026-06-27 19:46:00,23.9,,DL-27-CD-7521,DRV846,0,,0
TRP009121,MANDI015,WH-North,2026-03-13 01:52:00,2026-03-13 13:16:00,11.4,480.1,RJ-66-DF-8622,DRV487,0,-0.6,0
TRP004208,MANDI007,WH-West,2026-07-19 00:00:00,2026-07-20 05:46:20,10.6,521.99854108308,HR-29-BC-4331,DRV857,0,-2.45,0
TRP003219,MANDI046,WH-East,2026-03-30 10:43:03,2026-03-31 09:13:00,22.5,1210.0,RJ-93-CD-9902,DRV907,0,-7.75,0
TRP001392,MANDI023,WH-Central,2026-04-03 23:16:00,2026-04-04 03:10:05,3.9,190.49946757917002,RJ-35-BC-8092,DRV814,0,-0.86,0
TRP003976,MANDI021,WH-West,2026-05-13 21:55:05,2026-05-14 13:19:05,15.4,864.6,UP-68-DF-6043,DRV337,0,-6.22,0
TRP004317,MANDI056,WH-Central,2026-06-24 00:14:00,2026-06-24 02:44:40,2.5,133.9,UP-53-BC-6951,DRV972,0,-0.85,0
TRP007302,MANDI044,WH-West,2026-02-16 05:02:00,2026-02-17 01:44:00,20.7,993.3,UP-17-AB-3673,DRV267,0,-4.13,0
TRP008100,MANDI050,WH-North,2026-06-05 18:08:00,2026-05-07 00:02:00,5.9,310.1,DL-78-BC-5320,,0,-1.85,0
TRP000084,MANDI023,WH-West,2026-05-18 18:38:40,2026-05-19 00:00:00,22.8,1341.8,HR-25-BC-5574,DRV240,1,-10.74,0
TRP000874,MANDI003,WH-East,2026-11-08 00:00:00,2026-08-12 14:45:36,19.3,1053.1,UP-54-AB-6322,DRV255,0,-7.03,0
TRP009992,MANDI021,WH-East,2026-07-11 13:10:57,2026-11-07 19:46:00,6.6,334.299065678302,,DRV200,0,-1.76,0
TRP008243,MANDI028,WH-East,2026-04-29 11:18:27,2026-04-30 00:00:00,17.3,1018.0,UP-26-AB-2455,,0,-8.15,0
TRP004558,MANDI056,Export-Terminal,2026-05-04 00:30:39,2026-05-04 20:18:39,19.8,991.197229734768,HR-96-DF-1030,DRV650,0,-4.98,0
TRP004501,MANDI022,WH-Central,2026-07-17 10:43:53,2026-07-18 09:01:00,22.3,1022.7971414171919,,DRV371,0,-3.27,0
TRP004648,MANDI042,WH-East,2026-01-15 13:17:00,2026-01-16 06:17:00,17.0,994.49722051173,PB-44-CD-8592,DRV571,0,-7.86,0
TRP006706,MANDI047,WH-West,2026-02-23 02:44:54,2026-02-23 21:38:54,18.9,837.4,HR-96-DF-2506,DRV442,0,-2.04,0
TRP009070,MANDI003,WH-Central,2026-05-26 07:39:00,2026-05-27 05:33:48,21.9,1313.5,HR-10-AB-4786,DRV479,0,-10.94,0
TRP002039,MANDI012,WH-North,2026-04-29 22:21:47,2026-04-30 16:45:47,18.4,844.5,UP-57-CD-5383,DRV646,0,-2.71,0
TRP008091,MANDI010,WH-Central,2026-01-30 00:00:00,2026-01-31 00:17:00,4.6,206.6,UP-33-CD-2613,,0,-0.56,0
TRP007529,MANDI041,WH-South,2026-02-18 21:04:00,2026-02-19 15:28:18,18.4,739.6,DL-78-AB-4019,DRV799,0,-0.09,0
TRP002451,MANDI046,WH-Central,2026-01-06 15:11:45,2026-06-01 22:35:00,7.4,362.0,DL-80-CD-6870,DRV565,0,-1.65,0
TRP003955,MANDI047,WH-South,2026-05-31 19:19:54,2026-06-01 12:37:00,17.3,903.1,UP-72-AB-7133,DRV759,0,-5.28,0
TRP002330,MANDI054,WH-East,2026-03-14 00:00:00,2026-03-15 11:53:00,20.6,838.8,PB-38-AB-5460,DRV496,0,-0.37,0
TRP009490,MANDI043,WH-South,2026-12-03 00:00:00,2026-03-12 14:20:55,9.5,440.1,HR-52-CD-1961,DRV824,0,-1.5,0
TRP006243,MANDI056,Export-Terminal,2026-06-19 12:00:00,2026-06-20 05:48:00,17.8,836.99766070218,DL-26-AB-5619,DRV512,0,-3.12,0
TRP007670,MANDI002,WH-Central,2026-09-02 18:45:00,2026-09-03 12:03:00,17.3,800.5,DL-71-CD-2718,DRV280,0,-2.71,0
TRP005043,MANDI008,Export-Terminal,2026-08-18 00:50:45,2026-08-19 00:00:00,23.8,1188.696677749918,UP-89-DF-1788,DRV164,0,-5.92,0
TRP009738,MANDI037,WH-South,2026-06-03 07:54:05,2026-03-06 00:00:00,16.0,667.4,UP-28-CD-5765,DRV946,0,-0.68,0
TRP004747,MANDI007,WH-South,2026-01-02 23:02:00,2026-02-02 00:00:00,22.5,1312.7,,DRV406,0,-10.32,0
TRP009741,MANDI027,WH-East,2026-05-23 17:06:00,2026-05-24 12:42:18,19.6,796.697773335038,RJ-68-BC-4468,DRV599,0,-0.32,0
TRP008558,MANDI045,WH-West,2026-02-23 19:40:00,2026-02-24 08:22:49,12.7,549.5,UP-26-CD-5208,DRV372,0,-1.04,0
TRP007195,MANDI034,WH-Central,2026-08-27 11:51:00,2026-08-28 00:00:00,14.4,845.7,DL-67-DF-6327,DRV285,0,-6.74,0
TRP007948,MANDI011,WH-South,2026-07-21 02:24:00,2026-07-21 22:54:58,20.5,1124.0,,DRV538,1,-7.6,0
TRP006935,MANDI038,Export-Terminal,2026-08-05 02:31:42,2026-08-05 09:43:00,7.2,354.4,UP-50-DF-6263,DRV854,0,-1.66,0
TRP002402,MANDI053,WH-North,2026-07-20 08:15:00,2026-07-20 21:09:00,12.9,710.7,PB-19-BC-9646,,0,-4.87,0
TRP005521,MANDI013,WH-East,2026-02-05 16:37:56,2026-02-06 06:19:00,13.7,,RJ-83-DF-6617,DRV416,0,,0
TRP001217,MANDI022,WH-North,2026-03-04 15:30:15,2026-03-04 19:30:15,4.0,167.0,PB-98-CD-4486,DRV999,0,-0.18,0
TRP009045,MANDI050,WH-Central,2026-06-20 05:36:04,2026-06-20 17:00:04,11.4,518.6,PB-20-BC-3594,DRV741,0,-1.56,0
TRP006021,MANDI039,WH-Central,2026-05-13 21:01:38,2026-05-14 16:07:00,19.1,984.1,RJ-82-AB-4514,DRV823,0,-5.5,0
TRP007483,MANDI002,WH-South,2026-01-18 20:34:28,2026-01-19 19:46:28,23.2,1061.9,DL-73-AB-8649,DRV867,0,-3.35,0
TRP001065,MANDI003,WH-East,2026-04-02 00:00:00,2026-04-02 18:33:00,17.7,821.2,UP-51-AB-5625,DRV328,0,-2.83,0
TRP003787,MANDI015,WH-North,2026-04-07 13:09:26,2026-07-04 18:39:00,5.5,264.099261877474,RJ-87-BC-2920,DRV754,0,-1.1,0
TRP004411,MANDI016,Export-Terminal,2026-08-02 22:20:38,2026-08-03 03:32:00,5.189444444444445,249.8,,DRV347,0,-1.05,0
TRP007477,MANDI035,Export-Terminal,2026-08-01 16:03:00,2026-01-09 13:27:52,21.4,858.3,DL-30-CD-8783,DRV215,0,-0.06,0
TRP007372,MANDI002,WH-Central,2026-04-22 00:00:00,2026-04-23 00:50:37,9.7,498.9,RJ-21-AB-5834,,0,-2.77,0
TRP005524,MANDI042,WH-South,2026-04-24 08:27:00,2026-04-24 14:03:00,5.6,236.2,PB-46-DF-7989,,0,-0.3,0
TRP005997,MANDI045,WH-South,2026-06-11 10:15:03,2026-06-12 09:27:03,23.2,1129.3,UP-32-AB-9676,DRV424,0,-5.03,0
TRP009190,MANDI026,WH-South,2026-08-18 18:19:00,2026-08-19 00:49:41,6.5,373.59895584030403,PB-15-AB-6645,DRV454,0,-2.84,0
TRP005889,MANDI027,WH-North,2026-02-22 13:50:58,2026-02-23 00:20:58,10.5,587.4,HR-84-AB-2850,DRV895,0,-4.18,0
TRP002162,MANDI042,WH-West,2026-04-02 10:41:04,2026-02-04 23:53:00,13.2,652.9,DL-52-DF-8170,DRV910,0,-3.12,0
TRP003009,MANDI033,WH-West,2026-07-08 14:40:00,2026-07-09 14:10:45,23.5,1365.6961830596981,UP-97-BC-4801,DRV477,1,-10.64,0
TRP009079,MANDI029,WH-North,2026-05-31 06:19:17,2026-05-31 15:43:00,9.4,444.99875628729995,HR-89-DF-2652,DRV122,0,-1.72,0
TRP001106,MANDI053,WH-East,2026-07-16 20:05:18,2026-07-17 10:23:00,14.3,665.0,RJ-95-CD-2348,DRV617,0,-2.32,0
TRP007257,MANDI055,WH-South,2026-06-22 07:57:00,2026-06-22 13:09:00,5.2,226.7,,,1,-0.47,0
TRP000693,MANDI034,WH-Central,2026-05-07 20:15:00,2026-07-06 06:33:45,1426.3125,549.1,RJ-43-AB-1293,DRV428,0,1412.58,1
