arrival_id,date,mandi_id,crop_name,variety,arrival_qtl,unit,farmer_count,is_negative_anomaly
ARR0006007,2026-03-25,MANDI022,Maize,Pusa-1121,251.54,Qtl,122.0,False
ARR0024397,2026-04-27,MANDI040,Maize,Hybrid,24.95,Qtl,136.0,False
ARR0022872,2026-06-10,MANDI049,Cotton,HD-2967,66.7,Qtl,37.0,False
ARR0012510,2026-07-09,MANDI033,Sugarcane,Pusa-1121,0.41,Qtl,136.0,False
ARR0023676,2026-06-18,MANDI029,Wheat,Common,476.39,Qtl,9.0,False
ARR0017469,2026-01-16,MANDI006,Rice,Local,0.42,Qtl,128.0,False
ARR0021957,2026-05-17,MANDI011,Maize,PBW-343,484.76,Qtl,12.0,False
ARR0012784,2026-08-11,MANDI014,Mustard,Pusa-1121,174.26,Qtl,37.0,False
ARR0008587,2026-06-19,MANDI001,Cotton,Common,0.09,Qtl,136.0,False
ARR0018127,2026-03-13,MANDI038,Rice,Pusa-1121,361.95,Qtl,131.0,False
ARR0019824,2026-08-15,MANDI036,Mustard,Common,49.91,Qtl,78.0,False
ARR0013578,2026-04-28,MANDI037,Sugarcane,HD-2967,244.59,Qtl,35.0,False
ARR0024240,2026-01-20,MANDI031,Cotton,Common,475.67,Qtl,143.0,False
ARR0017423,2026-06-02,MANDI018,Mustard,Local,0.15,Qtl,76.0,False
ARR0016264,2026-07-20,MANDI036,Wheat,Local,0.42,Qtl,69.0,False
ARR0000177,2026-01-29,MANDI055,Maize,Premium,85.57,Qtl,74.0,False
ARR0023967,2026-05-09,MANDI004,Wheat,Hybrid,44.230000000000004,Qtl,105.0,False
ARR0007276,2026-08-18,MANDI021,Rice,HD-2967,330.13,Qtl,49.0,False
ARR0022266,2026-09-04,MANDI009,Maize,Pusa-1121,15.59,Qtl,127.0,False
ARR0001624,2026-06-09,MANDI017,Maize,Premium,245.17,Qtl,116.0,False
ARR0001237,2026-02-27,MANDI005,Rice,Common,430.67,Qtl,156.0,False
ARR0006336,2026-03-05,MANDI015,Maize,HD-2967,54.99,Qtl,32.0,False
ARR0002235,2026-08-22,MANDI032,Cotton,PBW-343,219.62,Qtl,41.0,False
ARR0018513,2026-05-07,MANDI038,Sugarcane,PBW-343,292.23,Qtl,10.0,False
ARR0013515,2026-01-30,MANDI033,Rice,HD-2967,118.47,Qtl,133.0,False
ARR0012970,2026-08-05,MANDI057,Rice,Pusa-1121,238.56,Qtl,33.0,False
ARR0011849,2026-04-17,MANDI031,Mustard,Hybrid,368.1,Qtl,29.0,False
ARR0022449,2026-03-31,MANDI004,Mustard,Local,416.16,Qtl,107.0,False
ARR0002395,2026-07-19,MANDI001,Rice,Common,0.43,Qtl,81.0,False
ARR0013347,2026-03-15,MANDI053,Sugarcane,Common,273.21,Qtl,96.0,False
ARR0016759,2026-10-02,MANDI007,Wheat,HD-2967,0.14,Qtl,64.0,False
ARR0005919,2026-08-12,MANDI038,Sugarcane,HD-2967,132.92,Qtl,49.0,False
ARR0013409,2026-05-14,MANDI031,Rice,Premium,426.31,Qtl,143.0,False
ARR0012734,2026-07-13,MANDI008,Sugarcane,HD-2967,0.17,Qtl,1.0,False
ARR0002437,2026-04-29,MANDI002,Cotton,Hybrid,264.26,Qtl,16.0,False
ARR0018665,2026-04-21,MANDI048,Maize,Local,198.04,Qtl,70.0,False
ARR0018494,2026-01-28,MANDI002,Rice,PBW-343,0.06,Qtl,1.0,False
ARR0010616,2026-05-29,MANDI018,Maize,PBW-343,477.71000000000004,Qtl,24.0,False
ARR0017040,2026-03-17,MANDI026,Maize,Hybrid,74.19,Qtl,65.0,False
ARR0003747,2026-07-06,MANDI041,Rice,Local,118.43,Qtl,101.0,False
ARR_RESCUE_00164,2026-01-28,MANDI046,Wheat,PBW-343,48.73,Qtl,128.0,False
ARR0001328,2026-09-09,MANDI057,Wheat,Local,395.86,Qtl,134.0,False
ARR0006614,2026-05-19,MANDI026,Wheat,Local,338.02,Qtl,143.0,False
ARR0007797,2026-04-13,MANDI039,Rice,Common,31.09,Qtl,79.0,False
ARR0005736,2026-06-11,MANDI046,Mustard,Pusa-1121,303.76,Qtl,106.0,False
ARR0019062,2026-04-06,MANDI039,Maize,Pusa-1121,410.31,Qtl,13.0,False
ARR0003277,2026-07-02,MANDI007,Wheat,Hybrid,82.51000000000002,Qtl,38.0,False
ARR0002747,2026-08-04,MANDI031,Wheat,Pusa-1121,417.42,Qtl,63.0,False
ARR0019758,2026-08-16,MANDI052,Rice,HD-2967,26.67,Qtl,111.0,False
ARR0008295,2026-01-03,MANDI022,Maize,Premium,474.35,Qtl,81.0,False
ARR0008084,2026-07-08,MANDI017,Sugarcane,Local,54.75,Qtl,102.0,False
ARR0024746,2026-03-11,MANDI017,Maize,Pusa-1121,0.26,Qtl,149.0,False
ARR0024797,2026-01-05,MANDI012,Wheat,Premium,330.46,Qtl,142.0,False
ARR0012711,2026-04-21,MANDI031,Rice,Hybrid,177.68,Qtl,66.0,False
ARR0016445,2026-03-17,MANDI003,Sugarcane,Premium,212.47,Qtl,75.0,False
ARR0015453,2026-03-02,MANDI017,Rice,Pusa-1121,283.16,Qtl,26.0,False
ARR0003866,2026-07-30,MANDI003,Sugarcane,Hybrid,377.01,Qtl,23.0,False
ARR0021110,2026-08-30,MANDI023,Rice,Pusa-1121,445.85,Qtl,71.0,False
ARR0015657,2026-08-14,MANDI005,Sugarcane,PBW-343,224.05,Qtl,16.0,False
ARR0012802,2026-06-09,MANDI032,Rice,Hybrid,193.66,Qtl,107.0,False
ARR0016872,2026-02-04,MANDI051,Sugarcane,PBW-343,495.08,Qtl,125.0,False
ARR0000269,2026-07-09,MANDI041,Cotton,Common,0.44,Qtl,31.0,False
ARR0000519,2026-05-19,MANDI055,Maize,PBW-343,36.97,Qtl,27.0,False
ARR0007160,2026-02-23,MANDI009,Wheat,Premium,223.04,Qtl,80.0,False
ARR0011901,2026-07-18,MANDI056,Rice,PBW-343,174.86,Qtl,106.0,False
ARR0014914,2026-04-29,MANDI050,Mustard,HD-2967,422.25,Qtl,148.0,False
ARR0006361,2026-12-08,MANDI018,Rice,Local,0.13,Qtl,1.0,False
ARR0017657,2026-05-04,MANDI050,Cotton,Common,306.5,Qtl,106.0,False
ARR0002359,2026-09-09,MANDI021,Mustard,Local,113.02,Qtl,110.0,False
ARR0006024,2026-04-25,MANDI015,Rice,PBW-343,371.62,Qtl,138.0,False
ARR0015393,2026-08-02,MANDI020,Sugarcane,HD-2967,235.37,Qtl,83.0,False
ARR0010109,2026-01-10,MANDI023,Cotton,Local,124.18,Qtl,60.0,False
ARR0012649,2026-01-27,MANDI042,Cotton,Local,68.72,Qtl,134.0,False
ARR0018511,2026-07-16,MANDI043,Maize,Common,0.08,Qtl,60.0,False
ARR0000938,2026-01-09,MANDI037,Mustard,HD-2967,317.37,Qtl,52.0,False
ARR0018771,2026-03-18,MANDI015,Rice,Local,0.32,Qtl,48.0,False
ARR0003460,2026-01-13,MANDI002,Sugarcane,Common,36.56,Qtl,133.0,False
ARR0015661,2026-07-19,MANDI021,Wheat,PBW-343,29.49,Qtl,11.0,False
ARR0004966,2026-03-17,MANDI051,Rice,HD-2967,449.94,Qtl,71.0,False
ARR0013594,2026-03-21,MANDI046,Mustard,Pusa-1121,308.56,Qtl,40.0,False
ARR0002775,2026-05-20,MANDI045,Rice,HD-2967,60.33,Qtl,26.0,False
ARR0015745,2026-07-27,MANDI031,Rice,HD-2967,0.34,Qtl,1.0,False
ARR0003120,2026-04-02,MANDI017,Wheat,PBW-343,337.46,Qtl,54.0,False
ARR0008421,2026-04-03,MANDI026,Cotton,Hybrid,0.04,Qtl,8.0,False
ARR_RESCUE_00165,2026-01-16,MANDI018,Rice,PBW-343,82.22,Qtl,140.0,False
ARR0001086,2026-08-11,MANDI052,Sugarcane,Pusa-1121,28.27,Qtl,30.0,False
ARR0014705,2026-08-28,MANDI036,Wheat,PBW-343,73.02,Qtl,74.0,False
ARR0006219,2026-09-04,MANDI045,Maize,Pusa-1121,0.19,Qtl,41.0,False
ARR0008853,2026-04-12,MANDI042,Mustard,HD-2967,179.18,Qtl,63.0,False
ARR0003037,2026-05-19,MANDI025,Mustard,HD-2967,250.0,Qtl,139.0,False
ARR0017613,2026-05-15,MANDI054,Cotton,Premium,334.23,Qtl,53.0,False
ARR0011801,2026-09-01,MANDI053,Cotton,Common,179.13,Qtl,53.0,False
ARR0017169,2026-05-25,MANDI007,Sugarcane,Common,348.76,Qtl,61.0,False
ARR0019552,2026-01-02,MANDI033,Sugarcane,Premium,265.38,Qtl,32.0,False
ARR0001770,2026-01-16,MANDI012,Rice,Hybrid,67.46,Qtl,24.0,False
ARR0012529,2026-05-23,MANDI052,Cotton,Premium,463.56,Qtl,148.0,False
ARR0011477,2026-08-27,MANDI057,Maize,Common,45.51,Qtl,16.0,False
ARR0013638,2026-03-02,MANDI010,Rice,HD-2967,121.68,Qtl,115.0,False
ARR0007627,2026-01-12,MANDI047,Maize,PBW-343,4.8929,Qtl,104.0,True
ARR0017235,2026-07-12,MANDI027,Wheat,Common,118.86,Qtl,56.0,False
ARR0021076,2026-05-16,MANDI039,Sugarcane,HD-2967,0.43,Qtl,20.0,False
ARR0013316,2026-08-17,MANDI012,Rice,PBW-343,29.14,Qtl,98.0,False
ARR0003563,2026-06-05,MANDI051,Maize,Hybrid,32.83,Qtl,83.0,False
ARR0006660,2026-04-02,MANDI003,Maize,Local,117.09,Qtl,62.0,False
ARR0000131,2026-08-19,MANDI035,Sugarcane,HD-2967,415.86,Qtl,11.0,False
ARR0013511,2026-05-23,MANDI022,Mustard,Premium,32.08,Qtl,120.0,False
ARR0003221,2026-04-25,MANDI016,Wheat,Pusa-1121,417.67,Qtl,149.0,False
ARR0004881,2026-03-07,MANDI026,Mustard,PBW-343,75.0,Qtl,35.0,False
ARR0004919,2026-08-25,MANDI024,Cotton,Hybrid,0.34,Qtl,79.0,False
ARR0001177,2026-07-05,MANDI037,Wheat,Common,117.31,Qtl,106.0,False
ARR0005583,2026-05-06,MANDI050,Cotton,Local,40.64,Qtl,110.0,False
ARR0001826,2026-02-25,MANDI025,Wheat,HD-2967,431.24,Qtl,96.0,False
ARR0015299,2026-03-20,MANDI021,Sugarcane,Hybrid,257.86,Qtl,91.0,False
ARR0011459,2026-05-28,MANDI025,Wheat,Premium,392.71000000000004,Qtl,26.0,False
ARR0022720,2026-07-10,MANDI008,Wheat,Pusa-1121,4.7691,Qtl,44.0,True
ARR0000161,2026-07-28,MANDI050,Rice,HD-2967,35.25,Qtl,90.0,False
ARR0012797,2026-04-12,MANDI011,Maize,HD-2967,491.05,Qtl,94.0,False
ARR0017553,2026-07-05,MANDI020,Maize,Local,402.01,Qtl,99.0,False
ARR0018012,2026-04-16,MANDI030,Maize,Common,387.18,Qtl,87.0,False
ARR0012692,2026-05-24,MANDI001,Sugarcane,Common,136.25,Qtl,45.0,False
ARR0001708,2026-02-19,MANDI048,Rice,Pusa-1121,0.47,Qtl,131.0,False
ARR0002217,2026-02-26,MANDI042,Rice,HD-2967,394.86,Qtl,21.0,False
ARR0006330,2026-05-26,MANDI013,Wheat,HD-2967,365.51,Qtl,19.0,False
ARR0002996,2026-02-18,MANDI011,Mustard,Premium,234.16,Qtl,79.0,False
ARR0000399,2026-06-02,MANDI037,Cotton,Local,184.27,Qtl,150.0,False
ARR0014912,2026-04-18,MANDI053,Mustard,Common,348.13,Qtl,40.0,False
ARR0021891,2026-02-06,MANDI027,Maize,Pusa-1121,214.87,Qtl,75.0,False
ARR0014771,2026-01-13,MANDI042,Maize,Pusa-1121,340.71,Qtl,78.0,False
ARR0012224,2026-01-15,MANDI056,Wheat,Local,0.22,Qtl,60.0,False
ARR0009792,2026-01-07,MANDI036,Rice,Hybrid,417.92,Qtl,90.0,False
ARR0014453,2026-03-18,MANDI049,Maize,PBW-343,211.73,Qtl,124.0,False
ARR0006714,2026-08-25,MANDI006,Wheat,Premium,194.43,Qtl,61.0,False
ARR0003941,2026-06-29,MANDI050,Wheat,Premium,49.68,Qtl,54.0,False
ARR0016120,2026-04-19,MANDI038,Wheat,Pusa-1121,402.69,Qtl,68.0,False
ARR0010207,2026-09-02,MANDI021,Maize,HD-2967,174.53,Qtl,147.0,False
ARR0011013,2026-07-31,MANDI019,Maize,Hybrid,417.12,Qtl,12.0,False
ARR0013805,2026-08-24,MANDI057,Maize,Premium,13.54,Qtl,8.0,False
ARR0016672,2026-08-17,MANDI007,Mustard,PBW-343,484.78,Qtl,29.0,False
ARR0015787,2026-03-14,MANDI035,Wheat,HD-2967,0.16,Qtl,49.0,False
ARR0005944,2026-05-31,MANDI032,Wheat,Local,3.6712000000000002,Qtl,43.0,True
ARR0018068,2026-06-01,MANDI002,Mustard,Premium,418.82,Qtl,9.0,False
ARR0018442,2026-07-16,MANDI005,Rice,Common,246.53,Qtl,77.0,True
ARR0009086,2026-06-30,MANDI046,Mustard,Premium,419.15,Qtl,111.0,False
ARR0000450,2026-08-09,MANDI013,Wheat,Common,0.4,Qtl,64.0,False
ARR0023038,2026-07-14,MANDI035,Mustard,PBW-343,227.79,Qtl,24.0,False
ARR0016952,2026-06-03,MANDI033,Rice,Common,471.56,Qtl,64.0,False
ARR0021824,2026-04-28,MANDI036,Cotton,Premium,0.15,Qtl,18.0,False
ARR0021771,2026-04-10,MANDI001,Rice,PBW-343,195.06,Qtl,126.0,False
ARR0016854,2026-12-06,MANDI025,Maize,Premium,445.38,Qtl,10.0,False
ARR0011286,2026-07-08,MANDI006,Mustard,Hybrid,179.99,Qtl,72.0,False
ARR0008728,2026-06-10,MANDI011,Rice,PBW-343,0.28,Qtl,115.0,False
ARR0016708,2026-01-06,MANDI056,Mustard,Hybrid,0.02,Qtl,83.0,False
ARR0006607,2026-07-28,MANDI057,Mustard,Common,377.91,Qtl,7.0,False
ARR0006522,2026-01-17,MANDI017,Rice,Local,261.37,Qtl,6.0,False
ARR0000367,2026-04-21,MANDI026,Maize,Hybrid,339.86,Qtl,91.0,False
ARR0018653,2026-09-02,MANDI012,Mustard,Premium,218.53,Qtl,76.0,False
ARR0012953,2026-03-21,MANDI001,Wheat,PBW-343,355.28,Qtl,146.0,False
ARR0007560,2026-04-01,MANDI016,Cotton,Premium,94.27,Qtl,121.0,False
ARR0013915,2026-07-27,MANDI026,Maize,PBW-343,0.43,Qtl,104.0,False
ARR0018894,2026-02-13,MANDI045,Mustard,HD-2967,0.27,Qtl,95.0,False
ARR0013537,2026-08-30,MANDI022,Sugarcane,Common,376.69,Qtl,132.0,False
ARR0001891,2026-01-09,MANDI029,Mustard,HD-2967,322.03,Qtl,24.0,False
ARR0023316,2026-01-01,MANDI037,Maize,Local,399.22,Qtl,148.0,False
ARR0005204,2026-08-03,MANDI004,Mustard,Common,469.62,Qtl,164.0,False
ARR0024596,2026-02-19,MANDI032,Sugarcane,PBW-343,426.17,Qtl,121.0,True
ARR0005967,2026-02-09,MANDI054,Cotton,Pusa-1121,249.64,Qtl,86.0,False
ARR0021252,2026-03-29,MANDI035,Mustard,Hybrid,29.22,Qtl,133.0,False
ARR0013213,2026-01-01,MANDI055,Cotton,Common,66.1,Qtl,23.0,False
ARR0007584,2026-02-24,MANDI030,Wheat,Local,299.6,Qtl,27.0,False
ARR0012359,2026-03-28,MANDI003,Maize,Premium,206.0,Qtl,91.0,False
ARR0001689,2026-05-06,MANDI027,Rice,Pusa-1121,160.94,Qtl,7.0,False
ARR0015420,2026-07-14,MANDI055,Sugarcane,Pusa-1121,51.36,Qtl,18.0,False
ARR0013582,2026-11-04,MANDI022,Cotton,PBW-343,194.22,Qtl,67.0,False
ARR0018994,2026-04-30,MANDI056,Wheat,Pusa-1121,45.54,Qtl,6.0,False
ARR0004615,2026-06-21,MANDI044,Cotton,Hybrid,470.97,Qtl,163.0,False
ARR0020158,2026-06-02,MANDI041,Rice,Common,0.12,Qtl,52.0,False
ARR0018354,2026-12-01,MANDI018,Sugarcane,Local,43.68,Qtl,126.0,False
ARR0007150,2026-06-06,MANDI009,Mustard,PBW-343,168.37,Qtl,13.0,False
ARR0019043,2026-03-12,MANDI022,Wheat,Local,296.31,Qtl,131.0,False
ARR0021502,2026-06-19,MANDI009,Maize,HD-2967,462.88,Qtl,96.0,False
ARR0004823,2026-04-19,MANDI010,Mustard,Premium,1.9379,Qtl,22.0,True
ARR0021427,2026-04-11,MANDI033,Maize,Local,243.72,Qtl,81.0,False
ARR0016208,2026-07-16,MANDI026,Maize,Pusa-1121,0.32,Qtl,146.0,False
ARR0000455,2026-02-14,MANDI030,Sugarcane,Pusa-1121,236.82999999999998,Qtl,102.0,False
ARR0023450,2026-02-16,MANDI043,Rice,Pusa-1121,62.97,Qtl,103.0,False
ARR0006959,2026-04-28,MANDI007,Rice,Local,84.58,Qtl,10.0,False
ARR0000165,2026-03-01,MANDI004,Maize,Common,122.71,Qtl,130.0,False
ARR0006741,2026-06-07,MANDI001,Wheat,Hybrid,0.31,Qtl,34.0,False
ARR0000183,2026-04-05,MANDI005,Mustard,Premium,350.53,Qtl,123.0,False
ARR0019012,2026-04-16,MANDI037,Mustard,Premium,14.4,Qtl,107.0,False
ARR0011396,2026-07-14,MANDI055,Mustard,Common,220.84,Qtl,131.0,False
ARR0003184,2026-08-17,MANDI002,Rice,HD-2967,402.93,Qtl,50.0,False
ARR0008292,2026-06-15,MANDI044,Sugarcane,Common,11.1,Qtl,104.0,False
ARR0009906,2026-08-18,MANDI028,Wheat,Hybrid,0.2,Qtl,52.0,False
ARR0011512,2026-02-05,MANDI041,Maize,PBW-343,211.33,Qtl,74.0,False
ARR0003743,2026-05-21,MANDI006,Wheat,Common,477.81,Qtl,101.0,False
ARR0006357,2026-04-11,MANDI022,Rice,Pusa-1121,209.91,Qtl,24.0,False
ARR0020832,2026-07-04,MANDI045,Wheat,Premium,376.3,Qtl,134.0,False
ARR0021207,2026-06-17,MANDI055,Cotton,Pusa-1121,202.95,Qtl,16.0,False
ARR0004788,2026-08-21,MANDI043,Mustard,PBW-343,358.32,Qtl,146.0,False
ARR0007088,2026-06-25,MANDI011,Rice,PBW-343,26.51,Qtl,98.0,False
ARR0000255,2026-03-29,MANDI015,Maize,Hybrid,286.48,Qtl,104.0,False
ARR0004475,2026-05-15,MANDI033,Sugarcane,Local,0.17,Qtl,85.0,False
ARR0015468,2026-01-08,MANDI001,Mustard,HD-2967,214.02,Qtl,15.0,False
ARR0014128,2026-06-05,MANDI050,Rice,Pusa-1121,21.55,Qtl,113.0,False
ARR0011338,2026-04-25,MANDI009,Rice,Local,222.93,Qtl,27.0,False
ARR0008767,2026-07-07,MANDI023,Sugarcane,Common,490.37,Qtl,172.0,False
ARR0000934,2026-07-29,MANDI054,Rice,Pusa-1121,13.27,Qtl,37.0,False
ARR0020169,2026-06-01,MANDI040,Wheat,Common,270.12,Qtl,40.0,False
ARR0024928,2026-03-19,MANDI035,Rice,Common,81.57,Qtl,65.0,False
ARR0021604,2026-05-24,MANDI010,Sugarcane,Premium,398.51,Qtl,37.0,False
ARR0015081,2026-03-01,MANDI042,Cotton,Pusa-1121,227.48,Qtl,63.0,False
ARR_RESCUE_00166,2026-01-04,MANDI020,Mustard,HD-2967,492.46,Qtl,95.0,False
ARR0017624,2026-09-03,MANDI037,Cotton,Common,354.45,Qtl,113.0,False
ARR0019477,2026-04-26,MANDI025,Sugarcane,Hybrid,38.67,Qtl,14.0,False
ARR0005643,2026-04-13,MANDI022,Rice,Local,375.73,Qtl,136.0,False
ARR0016598,2026-07-27,MANDI011,Maize,Hybrid,489.56,Qtl,37.0,False
ARR0010323,2026-08-27,MANDI008,Maize,PBW-343,48.14999999999999,Qtl,92.0,False
ARR0008263,2026-06-19,MANDI036,Maize,Common,467.83000000000004,Qtl,41.0,False
ARR0001038,2026-08-20,MANDI021,Cotton,Premium,392.08,Qtl,95.0,False
ARR0004849,2026-08-07,MANDI055,Mustard,PBW-343,369.46,Qtl,14.0,False
ARR0005997,2026-06-10,MANDI004,Sugarcane,Common,476.01,Qtl,139.0,False
ARR0003358,2026-06-14,MANDI026,Mustard,Local,333.02,Qtl,44.0,False
ARR0004416,2026-07-29,MANDI010,Sugarcane,PBW-343,326.31,Qtl,50.0,False
ARR0013038,2026-04-16,MANDI035,Rice,HD-2967,251.24,Qtl,91.0,False
ARR0003180,2026-05-26,MANDI056,Sugarcane,PBW-343,189.08,Qtl,16.0,False
ARR0009827,2026-06-14,MANDI012,Wheat,Common,201.17,Qtl,148.0,False
ARR0015835,2026-05-01,MANDI054,Rice,HD-2967,231.73,Qtl,92.0,False
ARR0003348,2026-04-06,MANDI057,Mustard,Pusa-1121,256.45,Qtl,139.0,False
ARR0007921,2026-06-10,MANDI007,Mustard,PBW-343,0.42,Qtl,82.0,False
ARR0005001,2026-03-22,MANDI013,Cotton,Pusa-1121,368.45,Qtl,117.0,False
ARR0019053,2026-04-18,MANDI011,Sugarcane,Common,336.34,Qtl,71.0,False
ARR0013617,2026-08-08,MANDI045,Mustard,Common,319.19,Qtl,54.0,False
ARR0017057,2026-08-19,MANDI045,Cotton,Hybrid,239.55,Qtl,129.0,False
ARR0019967,2026-03-28,MANDI034,Rice,HD-2967,21.909999999999997,Qtl,127.0,False
ARR0016496,2026-02-08,MANDI014,Maize,Common,64.0,Qtl,22.0,False
ARR0022175,2026-05-23,MANDI005,Cotton,HD-2967,267.31,Qtl,35.0,False
ARR0014065,2026-02-18,MANDI048,Cotton,HD-2967,387.38,Qtl,113.0,False
ARR0015092,2026-01-28,MANDI028,Wheat,Premium,499.26,Qtl,178.0,False
ARR0020777,2026-05-07,MANDI003,Cotton,Common,0.27,Qtl,71.0,False
ARR0008686,2026-07-27,MANDI022,Cotton,Hybrid,293.22,Qtl,33.0,False
ARR0023438,2026-03-25,MANDI022,Wheat,Hybrid,388.57,Qtl,82.0,False
ARR0009040,2026-05-01,MANDI003,Maize,HD-2967,37.36,Qtl,142.0,False
ARR0019246,2026-04-10,MANDI001,Mustard,Premium,481.75,Qtl,80.0,False
ARR0012680,2026-08-06,MANDI054,Maize,Local,308.81,Qtl,81.0,False
ARR0007323,2026-11-01,MANDI035,Cotton,Common,317.68,Qtl,113.0,False
ARR0019653,2026-01-26,MANDI036,Sugarcane,Common,397.25,Qtl,137.0,False
ARR0015191,2026-07-04,MANDI001,Maize,HD-2967,66.32,Qtl,75.0,False
ARR0020650,2026-01-14,MANDI030,Cotton,Premium,88.09,Qtl,96.0,False
ARR0024683,2026-02-16,MANDI047,Mustard,Pusa-1121,377.42,Qtl,45.0,False
ARR0020362,2026-08-31,MANDI022,Rice,Pusa-1121,265.33,Qtl,127.0,False
ARR0006507,2026-02-22,MANDI048,Maize,Pusa-1121,31.19,Qtl,144.0,False
ARR0018390,2026-05-11,MANDI043,Wheat,Hybrid,241.71,Qtl,123.0,False
ARR0012430,2026-09-04,MANDI052,Cotton,Hybrid,0.34,Qtl,117.0,False
ARR0008367,2026-10-08,MANDI045,Cotton,Common,274.07,Qtl,129.0,False
ARR0006849,2026-03-27,MANDI026,Sugarcane,Hybrid,167.59999999999997,Qtl,126.0,False
ARR0017114,2026-08-22,MANDI021,Wheat,Premium,391.15,Qtl,48.0,False
ARR0015543,2026-05-13,MANDI019,Maize,Hybrid,223.49,Qtl,65.0,False
ARR0016072,2026-04-01,MANDI011,Sugarcane,HD-2967,118.39,Qtl,42.0,True
ARR0012684,2026-07-15,MANDI019,Wheat,Hybrid,55.32,Qtl,68.0,False
ARR0008044,2026-11-04,MANDI008,Sugarcane,Pusa-1121,305.49,Qtl,93.0,False
ARR0012402,2026-02-18,MANDI038,Mustard,Pusa-1121,294.45,Qtl,30.0,False
ARR0000305,2026-05-15,MANDI040,Rice,Common,490.85,Qtl,127.0,False
ARR0020831,2026-03-03,MANDI030,Rice,Local,342.64,Qtl,24.0,False
ARR_RESCUE_00167,2026-10-06,MANDI008,Rice,Common,182.08,Qtl,48.0,False
ARR0007766,2026-09-03,MANDI005,Wheat,Local,0.42,Qtl,86.0,False
ARR0003921,2026-08-16,MANDI010,Wheat,Premium,143.22,Qtl,51.0,False
ARR0019519,2026-02-05,MANDI037,Maize,Pusa-1121,75.57,Qtl,147.0,False
ARR0023234,2026-01-23,MANDI042,Cotton,HD-2967,21.52,Qtl,7.0,False
ARR0009043,2026-03-13,MANDI019,Mustard,Pusa-1121,154.5,Qtl,12.0,False
ARR0007078,2026-02-02,MANDI004,Rice,Local,146.08,Qtl,51.0,False
ARR0005953,2026-02-17,MANDI046,Sugarcane,Common,338.53,Qtl,125.0,False
ARR0011846,2026-03-11,MANDI028,Wheat,Hybrid,94.75,Qtl,14.0,False
ARR0006076,2026-03-09,MANDI047,Sugarcane,Local,439.93,Qtl,55.0,False
ARR0013230,2026-02-17,MANDI025,Sugarcane,Pusa-1121,282.75,Qtl,138.0,False
ARR0021529,2026-03-25,MANDI025,Maize,Hybrid,178.24,Qtl,74.0,False
ARR0019782,2026-02-09,MANDI003,Mustard,Hybrid,4.8262,Qtl,99.0,True
ARR0008729,2026-03-25,MANDI025,Cotton,Local,30.27,Qtl,92.0,False
ARR0001140,2026-03-03,MANDI042,Sugarcane,HD-2967,318.05,Qtl,112.0,False
ARR0012643,2026-08-28,MANDI029,Mustard,Local,89.18,Qtl,10.0,False
ARR0000469,2026-08-18,MANDI011,Rice,Premium,332.99,Qtl,42.0,False
ARR0014320,2026-01-05,MANDI012,Maize,Common,224.36,Qtl,121.0,False
ARR0021201,2026-08-13,MANDI031,Rice,Local,281.66,Qtl,45.0,False
ARR0000618,2026-03-25,MANDI055,Sugarcane,Hybrid,280.38,Qtl,82.0,False
ARR0001311,2026-11-05,MANDI026,Cotton,Local,381.87,Qtl,40.0,False
ARR0024656,2026-02-12,MANDI048,Cotton,Premium,399.53,Qtl,51.0,False
ARR0005301,2026-03-03,MANDI006,Cotton,HD-2967,382.86,Qtl,114.0,False
ARR0005906,2026-02-18,MANDI023,Wheat,Hybrid,119.32,Qtl,43.0,False
ARR0003252,2026-08-31,MANDI053,Maize,PBW-343,224.74,Qtl,97.0,False
ARR0015401,2026-03-07,MANDI041,Rice,Local,0.42,Qtl,72.0,False
ARR0017498,2026-04-13,MANDI046,Cotton,PBW-343,0.06,Qtl,137.0,False
ARR0018159,2026-06-11,MANDI025,Sugarcane,HD-2967,149.96,Qtl,34.0,False
ARR0024757,2026-06-27,MANDI002,Maize,PBW-343,326.14,Qtl,123.0,False
ARR0020480,2026-07-17,MANDI015,Sugarcane,Premium,175.39,Qtl,119.0,False
ARR0015562,2026-05-06,MANDI001,Sugarcane,Local,75.94,Qtl,134.0,True
ARR0008759,2026-01-31,MANDI010,Maize,Pusa-1121,493.22,Qtl,51.0,False
ARR0007265,2026-03-23,MANDI020,Mustard,HD-2967,400.58,Qtl,86.0,False
ARR0022732,2026-03-14,MANDI021,Mustard,HD-2967,383.29,Qtl,90.0,False
ARR0012354,2026-04-09,MANDI034,Mustard,Local,414.51,Qtl,76.0,False
ARR0002830,2026-03-18,MANDI018,Wheat,Premium,480.1,Qtl,5.0,False
ARR0020849,2026-06-05,MANDI016,Maize,Common,269.86,Qtl,51.0,False
ARR0015281,2026-01-16,MANDI016,Maize,Common,408.96,Qtl,100.0,False
ARR0016436,2026-07-15,MANDI012,Cotton,Hybrid,126.31,Qtl,78.0,False
ARR0000290,2026-08-30,MANDI041,Mustard,Common,55.55,Qtl,127.0,False
ARR0009314,2026-06-29,MANDI035,Wheat,Premium,0.3371,Qtl,59.0,True
ARR0002657,2026-03-26,MANDI036,Sugarcane,Premium,451.94,Qtl,12.0,False
ARR0003479,2026-02-17,MANDI007,Cotton,Hybrid,165.38,Qtl,57.0,False
ARR0008700,2026-04-23,MANDI049,Wheat,Pusa-1121,3.5810000000000004,Qtl,76.0,True
